,Emotion,Path
414,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-01-02-01-07.wav
415,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-01-02-02-07.wav
416,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-02-01-01-07.wav
417,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-02-01-02-07.wav
418,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-02-02-01-07.wav
419,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-02-02-02-07.wav
420,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-01-01-01-01-08.wav
421,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-01-01-01-02-08.wav
422,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-01-01-02-01-08.wav
423,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-01-01-02-02-08.wav
424,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-01-01-01-08.wav
425,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-01-01-02-08.wav
426,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-01-02-01-08.wav
427,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-01-02-02-08.wav
428,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-02-01-01-08.wav
429,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-02-01-02-08.wav
430,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-02-02-01-08.wav
431,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-02-02-02-08.wav
432,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-01-01-01-08.wav
433,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-01-01-02-08.wav
434,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-01-02-01-08.wav
435,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-01-02-02-08.wav
436,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-02-01-01-08.wav
437,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-02-01-02-08.wav
438,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-02-02-01-08.wav
439,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-02-02-02-08.wav
440,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-01-01-01-08.wav
441,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-01-01-02-08.wav
442,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-01-02-01-08.wav
443,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-01-02-02-08.wav
444,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-02-01-01-08.wav
445,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-02-01-02-08.wav
446,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-02-02-01-08.wav
447,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-02-02-02-08.wav
448,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-01-01-01-08.wav
449,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-01-01-02-08.wav
450,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-01-02-01-08.wav
451,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-01-02-02-08.wav
452,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-02-01-01-08.wav
453,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-02-01-02-08.wav
454,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-02-02-01-08.wav
455,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-02-02-02-08.wav
456,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-01-01-01-08.wav
457,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-01-01-02-08.wav
458,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-01-02-01-08.wav
459,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-01-02-02-08.wav
460,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-02-01-01-08.wav
461,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-02-01-02-08.wav
462,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-02-02-01-08.wav
463,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-02-02-02-08.wav
464,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-01-01-01-08.wav
465,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-01-01-02-08.wav
466,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-01-02-01-08.wav
467,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-01-02-02-08.wav
468,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-02-01-01-08.wav
469,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-02-01-02-08.wav
470,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-02-02-01-08.wav
471,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-02-02-02-08.wav
472,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-01-01-01-08.wav
473,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-01-01-02-08.wav
474,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-01-02-01-08.wav
475,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-01-02-02-08.wav
476,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-02-01-01-08.wav
477,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-02-01-02-08.wav
478,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-02-02-01-08.wav
479,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-02-02-02-08.wav
480,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-01-01-01-01-09.wav
481,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-01-01-01-02-09.wav
482,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-01-01-02-01-09.wav
483,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-01-01-02-02-09.wav
484,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-01-01-01-09.wav
485,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-01-01-02-09.wav
486,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-01-02-01-09.wav
487,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-01-02-02-09.wav
488,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-02-01-01-09.wav
489,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-02-01-02-09.wav
490,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-02-02-01-09.wav
491,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-02-02-02-09.wav
492,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-01-01-01-09.wav
493,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-01-01-02-09.wav
494,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-01-02-01-09.wav
495,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-01-02-02-09.wav
496,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-02-01-01-09.wav
497,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-02-01-02-09.wav
498,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-02-02-01-09.wav
499,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-02-02-02-09.wav
500,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-01-01-01-09.wav
501,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-01-01-02-09.wav
502,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-01-02-01-09.wav
503,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-01-02-02-09.wav
504,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-02-01-01-09.wav
505,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-02-01-02-09.wav
506,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-02-02-01-09.wav
507,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-02-02-02-09.wav
508,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-01-01-01-09.wav
509,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-01-01-02-09.wav
510,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-01-02-01-09.wav
511,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-01-02-02-09.wav
512,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-02-01-01-09.wav
513,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-02-01-02-09.wav
514,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-02-02-01-09.wav
515,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-02-02-02-09.wav
516,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-01-01-01-09.wav
517,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-01-01-02-09.wav
518,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-01-02-01-09.wav
519,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-01-02-02-09.wav
520,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-02-01-01-09.wav
521,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-02-01-02-09.wav
522,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-02-02-01-09.wav
523,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-02-02-02-09.wav
524,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-01-01-01-09.wav
525,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-01-01-02-09.wav
526,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-01-02-01-09.wav
527,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-01-02-02-09.wav
528,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-02-01-01-09.wav
529,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-02-01-02-09.wav
530,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-02-02-01-09.wav
531,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-02-02-02-09.wav
532,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-01-01-01-09.wav
533,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-01-01-02-09.wav
534,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-01-02-01-09.wav
535,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-01-02-02-09.wav
536,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-02-01-01-09.wav
537,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-02-01-02-09.wav
538,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-02-02-01-09.wav
539,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-02-02-02-09.wav
540,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-01-01-01-01-10.wav
541,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-01-01-01-02-10.wav
542,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-01-01-02-01-10.wav
543,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-01-01-02-02-10.wav
544,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-01-01-01-10.wav
545,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-01-01-02-10.wav
546,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-01-02-01-10.wav
547,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-01-02-02-10.wav
548,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-02-01-01-10.wav
549,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-02-01-02-10.wav
550,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-02-02-01-10.wav
551,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-02-02-02-10.wav
552,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-01-01-01-10.wav
553,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-01-01-02-10.wav
554,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-01-02-01-10.wav
555,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-01-02-02-10.wav
556,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-02-01-01-10.wav
557,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-02-01-02-10.wav
558,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-02-02-01-10.wav
559,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-02-02-02-10.wav
560,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-01-01-01-10.wav
561,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-01-01-02-10.wav
562,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-01-02-01-10.wav
563,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-01-02-02-10.wav
564,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-02-01-01-10.wav
565,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-02-01-02-10.wav
566,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-02-02-01-10.wav
567,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-02-02-02-10.wav
568,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-01-01-01-10.wav
569,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-01-01-02-10.wav
570,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-01-02-01-10.wav
571,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-01-02-02-10.wav
572,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-02-01-01-10.wav
573,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-02-01-02-10.wav
574,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-02-02-01-10.wav
575,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-02-02-02-10.wav
576,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-01-01-01-10.wav
577,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-01-01-02-10.wav
578,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-01-02-01-10.wav
579,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-01-02-02-10.wav
580,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-02-01-01-10.wav
581,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-02-01-02-10.wav
582,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-02-02-01-10.wav
583,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-02-02-02-10.wav
584,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-01-01-01-10.wav
585,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-01-01-02-10.wav
586,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-01-02-01-10.wav
587,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-01-02-02-10.wav
588,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-02-01-01-10.wav
589,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-02-01-02-10.wav
590,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-02-02-01-10.wav
591,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-02-02-02-10.wav
592,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-01-01-01-10.wav
593,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-01-01-02-10.wav
594,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-01-02-01-10.wav
595,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-01-02-02-10.wav
596,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-02-01-01-10.wav
597,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-02-01-02-10.wav
598,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-02-02-01-10.wav
599,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-02-02-02-10.wav
600,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-01-01-01-01-11.wav
601,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-01-01-01-02-11.wav
602,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-01-01-02-01-11.wav
603,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-01-01-02-02-11.wav
604,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-01-01-01-11.wav
605,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-01-01-02-11.wav
606,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-01-02-01-11.wav
607,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-01-02-02-11.wav
608,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-02-01-01-11.wav
609,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-02-01-02-11.wav
610,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-02-02-01-11.wav
611,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-02-02-02-11.wav
612,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-01-01-01-11.wav
613,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-01-01-02-11.wav
614,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-01-02-01-11.wav
615,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-01-02-02-11.wav
616,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-02-01-01-11.wav
617,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-02-01-02-11.wav
618,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-02-02-01-11.wav
619,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-02-02-02-11.wav
620,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_11\03-01-04-01-01-01-11.wav
